17.39726303,1717524896.791202
17.38647014,1717524902.3660731
16.84847685,1717524989.365925
16.83588396,1717524995.597567
16.82329107,1717525001.087679
16.80889989,1717525006.889985
26.25711042,1717525012.679286
26.24452095,1717525018.3840399
26.23193148,1717525024.608764
26.21934372,1717525030.250345
24.9885232,1717624628.039231
24.977447,1717624634.397863
25.9662009,1717901392.0044212
25.9549548,1717901397.7277062
25.9410106,1717901408.391576
25.9327588,1717902462.165717
26.1727588,1717904703.316096
0.25230778,1718537360.73613
0.25230778,1718541744.853332
0.25230778,1718541910.6326022
0.25230778,1718743181.4174552
0.25230778,1718744268.986624
0.25230778,1719082331.641396
113.0441334,1719681859.0802088
